Geneid,HISAT2 on data 35: aligned reads (BAM),Length,RPKM,TPM
80772,817,2929,1.331568133362659,1.3224973734504843
83756,102,5762,0.08450601573283308,0.08393035327843715
1855,442,3083,0.6843991366075893,0.6797369491485147
102466740,0,59,0.0,0.0
54587,416,3113,0.6379327792479198,0.6335871247254952
54998,52494,1294,193.65829277877347,192.33907535776046
81669,2986,5183,2.750231822512922,2.7314970000582592
148413,683,1748,1.865262605957032,1.8525562720880577
55052,13576,2196,29.51210598669364,29.31106691013365
441869,0,2695,0.0,0.0
643965,0,492,0.0,0.0
102724312,1,1194,0.003998125124417711,0.003970889542404463
64856,0,4659,0.0,0.0
219293,161,5595,0.13736829046779522,0.13643252552181942
83858,1476,4132,1.7052448751855775,1.6936285962534494
55210,3764,2807,6.401296011457095,6.357689816781909
339453,1,1117,0.004273734466029317,0.0042446214088011905
29101,8723,1303,31.958189316648546,31.740487304069532
643988,172,2089,0.39305263788962014,0.3903751285517089
142678,1973,8234,1.143870687314612,1.136078539008237
8510,57,1240,0.21943903203033915,0.21794419393303466
984,3913,4320,4.324011192718686,4.294555645980979
728661,155,6530,0.1133128662750361,0.11254096900655346
8511,37,906,0.19495493570256692,0.19362688543525872
728642,2527,2628,4.590294921669652,4.559025426615434
9906,339,7297,0.22177677320954628,0.2202660102125374
65220,1004,4699,1.0199737059265728,1.0130255548170788
2782,4038,3194,6.035206176381986,5.994093818046866
105378949,100,1932,0.24708909930407594,0.24540590650263613
163688,0,2242,0.0,0.0
339456,238,977,1.1629019578874409,1.1549801668824577
85452,0,8300,0.0,0.0
2563,0,2334,0.0,0.0
5590,0,6396,0.0,0.0
100506504,0,1721,0.0,0.0
199990,11710,7266,7.69346903070136,7.641060439116182
105378592,4,3575,0.00534127149488643,0.005304886280985656
6497,811,5978,0.6476280518949313,0.643216352317612
105378594,0,4294,0.0,0.0
79906,228,10908,0.0997815913889331,0.09910187036192263
100129534,0,2248,0.0,0.0
11079,15930,4162,18.27150866866341,18.147041535353363
5192,105,2910,0.17224912262826403,0.1710757463681263
9651,0,8161,0.0,0.0
55229,10,4500,0.010608358663454992,0.01053609358584651
388585,6,1402,0.02042979200522716,0.020290622454911256
115110,14,4619,0.01446907546650064,0.014370510844518947
8764,151,4622,0.15595802059319924,0.1548956207612009
100996583,0,698,0.0,0.0
127281,27,2981,0.04323769129855021,0.04294315232070953
79258,0,5675,0.0,0.0
100287898,0,5830,0.0,0.0
140625,0,1422,0.0,0.0
440556,17,3848,0.02108990222854228,0.020946235948993194
63976,0,9884,0.0,0.0
100422968,0,61,0.0,0.0
27237,3,3268,0.004382277905650012,0.0043524254409096665
1953,20,8629,0.011064460304913076,0.010989088222577192
693135,0,96,0.0,0.0
127262,549,2428,1.0794048631822717,1.072051861772397
49856,1581,1699,4.4422111660477075,4.4119504306359625
7161,31,5572,0.026558974040774796,0.026378051960258223
57212,754,6455,0.5576167458575181,0.5538182112591358
148870,0,3672,0.0,0.0
388588,46123,573,384.2586334826188,381.6410296806271
57470,2908,2648,5.242484194485349,5.206771928413422
9731,1185,6846,0.8263083928260845,0.8206795069606561
1677,482,3391,0.6785470345335853,0.6739247121115035
339448,6634,3764,8.41369105154415,8.356376243843673
100133612,0,1952,0.0,0.0
728716,0,568,0.0,0.0
284661,0,2074,0.0,0.0
55966,0,12657,0.0,0.0
100616489,0,73,0.0,0.0
100616421,0,70,0.0,0.0
261734,28,6376,0.02096382044534707,0.020821013046058035
8514,169,9086,0.08879217217210568,0.08818731204090106
26038,0,9663,0.0,0.0
6146,287751,2085,658.8271540506124,654.3391651987596
102724450,51,378,0.6440789188526246,0.6396913962835381
388591,70,5223,0.06397918780372051,0.0635433559169376
23463,1811,4872,1.7744831471228748,1.7623952109576384
148645,3,1642,0.008721853955946553,0.008662439915281844
390992,0,731,0.0,0.0
387509,2,4205,0.0022705167175052303,0.002255049756780466
11332,4665,2389,9.321723283490119,9.258222879903009
54626,6,5076,0.005642743969922868,0.0056043050988545265
83715,341,7729,0.21061620350720256,0.2091814672982465
100422975,0,63,0.0,0.0
8718,700,1916,1.744067316799751,1.7321865759611956
57449,124,5996,0.09872355127097875,0.09805103770684377
79707,1856,6792,1.3044907473082465,1.2956044409450833
80835,5,5361,0.004452304979066169,0.004421975483707265
3104,405,4177,0.462861710896498,0.4597086559781007
9903,494,4962,0.47525959913060156,0.47202208870086243
148479,565,3882,0.6947901056629139,0.6900571340034711
90326,2097,3054,3.277857777593092,3.2555287204597447
55735,624,3293,0.9045937177947653,0.8984315453706955
100505887,0,485,0.0,0.0
23261,24368,10872,10.699688903603944,10.626801676320685
9341,3202,2205,6.932237640894467,6.885014624873577
8863,157,6673,0.11231538132370676,0.111550279010948
10911,457,1275,1.7110658503055054,1.699409918375949
3604,937,6292,0.7109050270892876,0.7060622791595964
11315,101193,1122,430.5447746915779,427.6118656012965
54206,754,4505,0.7989824849079421,0.7935397455444443
102724539,0,497,0.0,0.0
50651,0,2551,0.0,0.0
473,459,9217,0.2377298993096049,0.23611046220642257
102724552,0,694,0.0,0.0
2023,25970,3253,38.11084645572296,37.8512319984615
102465436,0,89,0.0,0.0
100505975,52,447,0.5553368964761674,0.5515538924134414
765,0,1795,0.0,0.0
155184,0,3085,0.0,0.0
6518,83,3040,0.1303362487105408,0.129448386655055
80045,0,2179,0.0,0.0
407040,0,110,0.0,0.0
9563,715,9485,0.3598565524477221,0.35740517778029673
80176,27,3118,0.041337895369139885,0.04105629796922229
100506022,96,2438,0.18797419781019511,0.1866937009469111
84275,2362,1603,7.034076371420032,6.986159620958364
199953,593,6972,0.40602990667569777,0.4032639950348739
5293,409,5989,0.326009085324577,0.32378828259727005
644997,5,1823,0.013093147006458437,0.013003955330858283
101929074,1412,958,7.036065860917852,6.988135557877738
22883,171,5226,0.15620229604915073,0.15513823219113834
56998,1860,2995,2.9646731890857523,2.9444775730729646
84328,4457,2188,9.724247967714124,9.658005530371597
64802,244,4398,0.26484715353509736,0.26304299129739583
100847055,0,78,0.0,0.0
105376719,0,838,0.0,0.0
116362,5730,655,41.7613020056774,41.47682032229806
10277,777,6946,0.5340069977939876,0.5303692948878825
23095,474,16016,0.1412814000321522,0.14031897863767862
100422970,0,86,0.0,0.0
5226,10231,2545,19.190708396311834,19.05997959314658
100526739,0,2151,0.0,0.0
378708,4343,1898,10.923311777620267,10.848901211538003
1325,0,1231,0.0,0.0
1676,4456,3408,6.241749058673695,6.1992297119540565
5195,1513,2567,2.8136739368965067,2.794506941146707
54897,18,8967,0.00958265921422833,0.00951738129199919
148345,0,3204,0.0,0.0
23435,9814,4217,11.109721215417663,11.034040811755737
10747,41,2611,0.07496140074329552,0.07445075705050483
6723,7815,1273,29.306319976202158,29.106682732149032
5394,3383,2972,5.43392826760118,5.39691186756845
2475,905,8834,0.4890484566099214,0.4857170152632999
100873935,7,706,0.04733191188368729,0.047009482713054544
10218,0,2290,0.0,0.0
29914,1858,5377,1.6495534086878778,1.6383165049518815
57540,0,5807,0.0,0.0
101929181,0,1285,0.0,0.0
26232,0,1715,0.0,0.0
93611,175,3630,0.23014001232701947,0.22857227820534787
26270,1154,2032,2.711082998982371,2.6926148617766206
10459,11052,1365,38.65172965335316,38.38843065190406
374946,1,2526,0.0018898501181926948,0.0018769762920154117
57085,7159,2060,16.589979539928848,16.476967131788264
284498,0,5833,0.0,0.0
102724659,0,1868,0.0,0.0
4524,2509,8761,1.367123313431556,1.3578103484876158
1185,154,5708,0.12879454368910845,0.12791718386460463
100379251,0,1662,0.0,0.0
4878,0,855,0.0,0.0
4879,0,698,0.0,0.0
26829,94,119,3.770870348438203,3.7451828460614065
90231,526,3121,0.8045493417621905,0.799068680477369
5351,522,3200,0.778719828139243,0.7734151197860454
9927,831,4905,0.8087656925991833,0.8032563091594908
60672,3635,2150,8.070987294765816,8.016007015371363
102466982,0,65,0.0,0.0
943,0,4300,0.0,0.0
102465836,0,96,0.0,0.0
7133,2135,3857,2.6424632060965476,2.624462512989898
100616438,0,61,0.0,0.0
55187,434,16348,0.12673185998120629,0.1258685513405813
677885,30,152,0.9421897497147527,0.9357714697955783
9249,8591,2608,15.725223993475394,15.618102376611704
102466722,0,67,0.0,0.0
343066,0,2313,0.0,0.0
126767,0,4049,0.0,0.0
93190,0,1048,0.0,0.0
390999,0,2593,0.0,0.0
65121,0,2439,0.0,0.0
440560,0,2074,0.0,0.0
343069,0,1170,0.0,0.0
65122,0,1936,0.0,0.0
400735,0,1840,0.0,0.0
343071,0,1525,0.0,0.0
441871,0,1558,0.0,0.0
440561,0,1720,0.0,0.0
653606,0,577,0.0,0.0
102724742,0,921,0.0,0.0
101929983,0,1437,0.0,0.0
649330,0,1006,0.0,0.0
441873,0,1939,0.0,0.0
649324,0,2214,0.0,0.0
440563,1,1156,0.004129551382832826,0.004101420513521565
645354,0,2214,0.0,0.0
645359,0,1939,0.0,0.0
101060301,0,928,0.0,0.0
343070,0,1437,0.0,0.0
400736,0,2456,0.0,0.0
391003,0,2125,0.0,0.0
343068,0,1855,0.0,0.0
391002,0,1558,0.0,0.0
645382,0,1661,0.0,0.0
653619,0,1862,0.0,0.0
729528,0,2458,0.0,0.0
645414,0,2123,0.0,0.0
391004,0,1578,0.0,0.0
645425,0,1634,0.0,0.0
126755,0,2540,0.0,0.0
10630,90,3055,0.14063454201961612,0.1396765270791436
7799,2890,9940,1.3879447124570643,1.3784899103011456
23254,80,13941,0.02739408305604904,0.027207472139048443
200197,0,6979,0.0,0.0
55092,52,2680,0.09262522116598762,0.09199424996597326
727684,0,719,0.0,0.0
114827,77,7297,0.05037407533078189,0.05003092267364418
101927417,50,1046,0.22819127144143148,0.22663681231505398
79180,3032,2754,5.25564435745025,5.2198424431840875
11330,4,3488,0.005474497016691223,0.005437204258751066
63036,0,920,0.0,0.0
51032,0,923,0.0,0.0
842,1158,5239,1.055166195748501,1.0479783102852867
23341,704,6299,0.5335335806608258,0.5298991027141092
79814,194,3154,0.2936302191882121,0.29162998416119223
84301,356,2680,0.6341265141363769,0.6298067882285863
6248,229,1854,0.5896393528959207,0.5856226774657405
23207,998,4339,1.097998127623332,1.090518467251364
284723,2,4420,0.0021600730310202473,0.002145358422457434
388595,0,1265,0.0,0.0
54751,36,4618,0.037214250833254844,0.036960744064684595
440567,1878,538,16.663799082687383,16.55028380929161
729614,2570,2732,4.490690627483785,4.460099645692346
23013,2735,12227,1.0678201868853547,1.0605461013151707
7709,1013,2794,1.7307875077795127,1.7189972301747072
101928566,0,915,0.0,0.0
149563,1,927,0.005149688671580093,0.005114608536818694
27129,34,2913,0.05571846465872344,0.05533890554873038
1187,0,2536,0.0,0.0
1188,0,3445,0.0,0.0
348487,2,2612,0.0036552537508076164,0.0036303538389210795
1969,2,3964,0.002408557718746088,0.0023921504105100556
128272,443,3351,0.6310881228169957,0.6267890946996425
101927546,0,1616,0.0,0.0
79363,108,1859,0.27733525069602616,0.27544601843579364
54455,1007,6373,0.7543037389525545,0.7491653551586923
26099,6682,3766,8.47006735664971,8.412368508571927
374955,3,4305,0.003326662995508534,0.00330400147291354
55707,10078,2215,21.720075564169182,21.572116488114002
114819,18,5368,0.0160073966419496,0.0158983528400441
26871,184,164,5.35592742276874,5.3194423713907995
100126512,0,445,0.0,0.0
100126517,1,72,0.0663022416465937,0.06585058491154068
102724970,0,536,0.0,0.0
100133301,0,1312,0.0,0.0
7195,0,71,0.0,0.0
55672,121,5891,0.09805213532933701,0.09738419550998853
84809,1594,1765,4.311261002434145,4.281892311120511
11209,30,2636,0.054329606205099544,0.05395950812174806
26869,10,164,0.2910830121069967,0.28910012887993475
729574,0,510,0.0,0.0
100126533,1,142,0.033618038017991174,0.0333890289692319
284729,39,2015,0.09239538190751123,0.0917659763928567
100189045,0,71,0.0,0.0
102723383,0,733,0.0,0.0
6060,26,164,0.7568158314781915,0.7516603350878304
11223,2,4668,0.0020453133669900373,0.0020313805114099957
100500876,0,73,0.0,0.0
100189298,0,71,0.0,0.0
7193,0,72,0.0,0.0
791226,0,74,0.0,0.0
9696,6,7210,0.003972616975218929,0.003945555156974422
26870,162,164,4.715544796133347,4.683422087854943
4237,20,1798,0.053100794199719095,0.05273906689244638
23400,215,4040,0.25404918333892834,0.2523185778293688
6390,23622,1153,97.80207437698198,97.13583799496081
11240,37,4363,0.04048342235767262,0.04020764570349402
29943,0,4745,0.0,0.0
51702,0,4816,0.0,0.0
100616188,0,87,0.0,0.0
23569,375,3014,0.5939484155467916,0.5899023864006632
353238,0,2396,0.0,0.0
55920,4476,4163,5.1326822051239605,5.097717919916416
55160,58,5073,0.05457878200594822,0.05420698651499979
81569,0,3318,0.0,0.0
101927876,0,2471,0.0,0.0
84966,0,2230,0.0,0.0
127707,0,5070,0.0,0.0
5081,0,6313,0.0,0.0
80834,0,2521,0.0,0.0
8659,1470,3581,1.9596283875664555,1.94627922564576
100616120,0,74,0.0,0.0
100302276,0,78,0.0,0.0
126917,312,6170,0.24139603830617198,0.23975162713984602
23352,2401,16102,0.7118246874878864,0.7069756747502088
23065,1779,6680,1.2713355580881578,1.2626751078068001
51154,11829,2658,21.24485462133337,21.10013279237783
246181,59,2314,0.12171647472546675,0.1208873313328543
22977,54,2116,0.121825668961227,0.12099578172782145
100506730,77,2490,0.14762234043723516,0.1466167239958159
8574,10262,2619,18.7049787980026,18.577558827827644
54896,480,4462,0.5135377569041413,0.5100394922776438
832,18553,3819,23.1913053750684,23.033324151399487
100532736,0,2210,0.0,0.0
440574,96430,4231,108.80023910721678,108.05908225417882
644068,344,838,1.959634750719371,1.9462855454523147
4681,0,3281,0.0,0.0
3362,0,3388,0.0,0.0
255104,145,4027,0.17188860262985806,0.1707176822638403
54546,0,1250,0.0,0.0
23252,1202,7665,0.7486055056833405,0.743505938758562
30814,0,487,0.0,0.0
5320,216,1032,0.9991593624882028,0.992353000527404
5322,0,2958,0.0,0.0
26279,118,1970,0.28594103808602034,0.28399318244083743
64600,0,3448,0.0,0.0
391013,54,453,0.569057650158844,0.5651811791083228
127733,1642,5750,1.3632202115525034,1.353933834883824
101928017,1823,510,17.06385692071628,16.947616417939578
127731,0,12066,0.0,0.0
339505,0,3783,0.0,0.0
55450,142,2351,0.28833437626319613,0.28637021698664056
79594,669,2726,1.1715503945829515,1.163569689662176
163933,0,2582,0.0,0.0
978,1448,960,7.2004234428200755,7.151373521393318
65018,23,2660,0.04127688427321773,0.040995702486282475
102464833,0,110,0.0,0.0
100861548,83,4443,0.08917897728562774,0.08857148220377385
1650,12122,2126,27.21897256504263,27.033554516196673
57576,1,5049,0.0009454865118943842,0.0009390457741396176
400745,0,4806,0.0,0.0
50809,13861,4888,13.537051298152074,13.444835707250064
8672,721,7638,0.4506260759829762,0.4475563712919482
100302155,0,119,0.0,0.0
1889,850,6294,0.6446929121022458,0.6403012069568303
100506801,12,2574,0.022255297895360123,0.022103692837440233
84224,84,4976,0.08058600431643866,0.08003704532656714
249,112,3528,0.15154798090649987,0.15051562265495014
5909,156,3785,0.19675212105007672,0.19541182819720607
84196,9482,6371,7.104819585794397,7.056420926298615
401944,0,4602,0.0,0.0
3339,2,14997,0.000636628845576415,0.0006322920735655037
23436,0,1613,0.0,0.0
10136,0,907,0.0,0.0
101928043,20,698,0.1367839942279297,0.1358522095596255
29092,484,1388,1.664625732637246,1.6532861548972406
998,92174,3155,139.46646058649293,138.51640272006887
54361,23,6094,0.018017150010954903,0.0178944155913212
100616433,0,62,0.0,0.0
9923,633,9286,0.325413629688257,0.32319688325741747
2046,0,6663,0.0,0.0
102466615,0,109,0.0,0.0
712,921,1098,4.004220626656577,3.9769435215428834
714,159,1191,0.6373031590010114,0.6329617935074037
713,1121,1223,4.3756226719377525,4.345815543238162
2048,0,5050,0.0,0.0
100616391,0,82,0.0,0.0
100422914,0,68,0.0,0.0
646262,0,1740,0.0,0.0
729059,0,510,0.0,0.0
23028,3749,3853,4.644908248944133,4.613266723073541
100422866,0,68,0.0,0.0
100616177,22,77,1.3639318281584991,1.354640603894551
7798,5548,8971,2.9522715682958127,2.9321604332208673
3352,0,2835,0.0,0.0
100996511,30,3511,0.040789758461020335,0.040511895018207886
10236,35680,8129,20.953106987382625,20.81037256911694
80818,248,4814,0.24592705169122916,0.24425177486092034
148898,1060,2869,1.7637459332408614,1.7517311399263806
6920,312,2920,0.5100731357359867,0.5065984724153597
55616,1,4383,0.001089153866884496,0.0010817344543990256
1870,632,5694,0.5298590101662453,0.5262495637187826
101928163,0,1212,0.0,0.0
3399,17382,1239,66.97136451144358,66.51514965224602
259283,643,1027,2.9888301648205475,2.9684699893521787
6135,1388742,634,10456.660807810278,10385.42910941332
6924,2945,4943,2.8441689902374527,2.824794259486767
100506963,44,1084,0.19376891285646572,0.19244894188169825
57095,23083,1622,67.9363343790624,67.47354605976743
11313,2875,2100,6.535506676592808,6.490986226994725
2582,3283,1858,8.435015431353731,8.37755536009168
3155,3643,1608,10.815182073964515,10.741508096988479
2517,932,2353,1.8908396189770609,1.8779590522329055
1269,0,3149,0.0,0.0
100616492,0,78,0.0,0.0
55629,19162,2417,37.8464277695929,37.58861455581128
10772,26076,8215,15.15284263283184,15.049620128428499
127294,1,5800,0.0008230623100956459,0.0008174555368329189
58985,0,3017,0.0,0.0
163702,14,5057,0.013215870986704856,0.013125843304495356
284632,0,1846,0.0,0.0
57822,1,3552,0.0013439643577012237,0.0013348091536123114
90529,444,3593,0.5899109549007258,0.5858924292936635
57185,562,5943,0.4514309113221887,0.4483557240216359
100750325,68,429,0.7566801284422442,0.7515255564729678
11123,402,3030,0.6333505221844912,0.6290360824025194
100506985,8,973,0.039249836781539545,0.03898246342142594
400746,0,4420,0.0,0.0
10250,43333,6059,34.14117885518614,33.90860612476796
25932,3428,4471,3.6601328727903537,3.635199723893274
864,192,4905,0.1868628315030604,0.1855899053653697
102465437,0,72,0.0,0.0
100616365,0,84,0.0,0.0
25949,17714,1777,47.58717468429869,47.26300664088817
57035,17663,2302,36.62856106979691,36.379044071704215
6007,2003,3261,2.9321815643376747,2.9122072841468114
23585,421,2655,0.7569693215787375,0.7518127796002341
6006,3400,3862,4.202689993548974,4.174060897551829
55219,4033,4123,4.669556080613945,4.637746651533724
26119,1053,5596,0.8982792624514204,0.8921601046557129
57134,3,4641,0.0030858186157432105,0.0030647977463677633
57190,1117,4332,1.2309075443641855,1.2225224932884922
56181,2727,2403,5.417414620831791,5.380510713221618
646471,45,3653,0.05880625867368289,0.058405665237720186
79000,2471,2408,4.898656318865772,4.865286238696855
164091,281,3712,0.3613757955263696,0.3589140716407035
3925,205385,3602,272.19849662469926,270.34425638758705
100500808,1,93,0.051330767726395124,0.05098109799603151
5051,0,5025,0.0,0.0
2134,8,4202,0.009088550972974292,0.009026638959792346
7780,0,2499,0.0,0.0
105376910,0,1106,0.0,0.0
84676,0,1771,0.0,0.0
149420,2845,4600,2.9524676475844034,2.932355176799999
79927,260,2090,0.5938650543656622,0.5898195930832736
105376887,0,2082,0.0,0.0
51042,19897,649,146.35366802317995,145.35669389046936
10256,0,2635,0.0,0.0
378807,0,1868,0.0,0.0
101928303,0,1078,0.0,0.0
64793,856,4296,0.9511964052986182,0.9447167712448967
83442,40193,1115,172.08232456691562,170.9100845499264
91544,1524,2072,3.5112028819485683,3.4872842573231355
1043,13096,505,123.79639460489696,122.9530826140805
55057,1,5624,0.0008488195943376149,0.0008430373601761966
257101,0,2222,0.0,0.0
79727,0,4014,0.0,0.0
79947,999,3495,1.36451720662552,1.3552219947116737
101928324,37,784,0.22529231090118063,0.22375759975043927
3151,14835,1969,35.96686152745539,35.72185208517768
6195,2739,3863,3.3847611883617525,3.3617038957377985
100302190,0,52,0.0,0.0
101928728,80,3948,0.09673275377010632,0.09607380169464903
8289,4048,8585,2.2509244194932574,2.235590923235644
55650,1058,2955,1.7091842841525962,1.697541169618113
84243,303,3139,0.4607995233393082,0.45766051622496706
2810,0,1315,0.0,0.0
54707,2364,1582,7.133484163200645,7.084890238067962
63906,1721,2755,2.9820847066833824,2.9617704818725334
10726,42060,2267,88.56833013816174,87.96499483869295
8431,0,1579,0.0,0.0
126695,0,1979,0.0,0.0
388610,0,2004,0.0,0.0
115572,85,2374,0.17092237526417584,0.16975803692444355
6548,324,4905,0.31533102816141445,0.3131829653040614
23038,639,5470,0.5576660939079493,0.5538672231462822
84065,4776,1855,12.290827191103757,12.207100989057315
644961,442,2652,0.7956268997591244,0.7902070189384883
100887744,0,107,0.0,0.0
84958,455,2183,0.9949892058371095,0.988211251352301
9064,248,4547,0.26036789682022815,0.2585942476754939
8547,28,1144,0.11684031395064065,0.11604438739656121
388611,0,1563,0.0,0.0
2827,0,2115,0.0,0.0
10163,11876,5705,9.937456681724132,9.869761847761774
27245,283,6771,0.19952362661216855,0.1981644540182474
2268,423,3255,0.6203689928075753,0.6161429843520377
2537,1621,860,8.997985147740982,8.936690076971788
199870,1785,3462,2.461341448994865,2.4445745733192403
23673,1134,3079,1.7581829899191563,1.746206091866669
5511,5339,2852,8.936575072539899,8.87569833263518
677774,0,166,0.0,0.0
9473,2869,2724,5.027871311473409,4.993621007344764
6118,20733,1957,50.57455037109635,50.230032060250416
27293,190,2843,0.3190343530514956,0.31686106281740295
55113,136,2963,0.21911290928229685,0.21762029276200015
2140,3898,6730,2.7649512528330464,2.7461161603169932
5724,19,4533,0.020009147710686122,0.019872843626513936
22826,37664,1765,101.86909309641132,101.17515182311351
93974,409667,1925,1015.9233822658324,1009.0028223193985
83667,524,3528,0.7090280535268388,0.7041980917070882
54797,282,1965,0.685089422082666,0.6804225323378739
65979,2192,7306,1.4322591001412543,1.422502424456474
1104,4094,3027,6.456484692990794,6.412502548135126
8420,63362,2346,128.93225478909883,128.05395686440022
6080,54,207,1.2453290604925427,1.236845768773286
26768,0,158,0.0,0.0
54952,4037,2015,9.564106583605714,9.498955043537501
85028,5989,739,38.68749257908576,38.423949957423055
692212,31,80,1.8498325419399644,1.8372313190319853
677838,4,130,0.14688496610937682,0.14588437272710553
677825,0,132,0.0,0.0
692073,0,134,0.0,0.0
115273,0,1343,0.0,0.0
6883,10758,1553,33.068979475629085,32.843710662228936
26824,41,135,1.449809017338849,1.4399327900656897
10691,482,2906,0.7917938727127969,0.7864001028114619
105376911,0,390,0.0,0.0
51441,10378,3063,16.17437015808069,16.064188917813187
4985,0,1774,0.0,0.0
2035,2146,8303,1.2338301772008293,1.2254252168917228
399474,1,3712,0.0012860348595244468,0.0012772742763014356
6429,13078,2530,24.676384019881016,24.508286309116716
51102,4659,3617,6.149005904303722,6.107118332155516
10076,0,5861,0.0,0.0
101928460,0,2148,0.0,0.0
101929406,0,1519,0.0,0.0
4146,0,3830,0.0,0.0
100129196,328,2050,0.7638018237687595,0.7585987381809488
7805,22177,2240,47.26236898917349,46.94041355088978
100616164,0,77,0.0,0.0
400748,0,1747,0.0,0.0
9672,102,5607,0.08684210141833139,0.08625052534160065
9698,2979,5385,2.6408607625430993,2.6228709854236847
692234,0,88,0.0,0.0
692235,0,88,0.0,0.0
692200,0,75,0.0,0.0
79570,0,2922,0.0,0.0
9410,11996,1624,35.26234097109775,35.02213078517034
51538,10906,2690,19.354141937783666,19.22229981087692
2170,0,1717,0.0,0.0
347735,110,3549,0.14796104644717445,0.14695312271045427
149086,46,2113,0.10392476305419705,0.10321681837530657
284551,92,2741,0.16022840155674448,0.15913691151187356
64129,351,2382,0.7034383924822486,0.6986465079279833
3061,0,2763,0.0,0.0
553115,8972,2664,16.077397623060506,15.967876968279542
1307,21,6042,0.016592020749693754,0.01647899443665169
576,0,5446,0.0,0.0
100423028,0,76,0.0,0.0
90853,0,4110,0.0,0.0
8073,12303,4263,13.777055239600996,13.683204720619594
10657,16543,3732,21.160861419156262,21.01671175932381
55116,691,3730,0.8843616960861475,0.8783373459836387
100847018,0,59,0.0,0.0
23633,3192,7592,2.0070925163575803,1.9934200245929827
200081,1748,5171,1.6137178349784755,1.602725046340527
79140,1299,2423,2.5592720002982317,2.5418380130443983
56063,771,4065,0.9054292837111217,0.8992614193381174
55721,319,2293,0.6641211888961901,0.6595971366106701
149069,0,1349,0.0,0.0
8668,39421,1636,115.02839125453951,114.24480767814478
339483,74,2324,0.15200445072850743,0.15096898296415182
84734,208,956,1.0386426473842965,1.0315673217941772
3932,69,2412,0.1365628260780587,0.13563254802675545
3065,10198,2138,22.770261338850002,22.615148304400478
65108,9391,1562,28.700635911541372,28.50512464091425
100128071,241,699,1.6458891231068584,1.634677180808375
81629,0,1317,0.0,0.0
55108,4413,5558,3.7903218876973903,3.764501879714518
728116,0,4019,0.0,0.0
653121,1185,7368,0.7677670001747251,0.7625369034544859
339487,9796,2922,16.004026920000786,15.895006072939283
5928,2296,8018,1.366993785368134,1.35768170278082
81493,0,3493,0.0,0.0
57648,45,5769,0.0372368283818623,0.03698316781303378
8565,4917,3164,7.418642476831128,7.368106028041492
64766,1721,7135,1.1514566737088605,1.1436128489921276
252995,44,3195,0.0657419410129605,0.06529410109538683
3208,0,1439,0.0,0.0
113452,68,1130,0.2872705974351529,0.28531368471407365
127544,321,4970,0.3083254343935762,0.30622509426066974
204,25545,5771,21.130780614465603,20.98683586773559
113451,0,4659,0.0,0.0
55223,16,4472,0.01707964722202056,0.016963299154314597
149076,188,5707,0.15725725301003896,0.15618600269188973
127550,0,1023,0.0,0.0
1912,1525,9381,0.7760351916422544,0.7707487712703515
